square_footage,bedrooms,bathrooms,price_thousands
1367,2,2.5,402
1303,3,2.8,510
1501,2,1.5,262
938,2,2.5,271
1985,2,2.0,621
1111,2,2.5,311
2151,5,3.8,503
2017,5,3.8,817
1395,3,2.8,419
1031,2,2.0,289
1895,3,3.2,450
1176,1,1.8,175
1822,3,2.2,459
1019,2,2.5,384
1861,3,2.2,328
2190,4,3.0,371
1685,3,2.8,394
2025,4,3.0,556
1232,3,3.2,386
1254,3,2.2,405
1023,2,2.0,243
2115,4,4.0,389
1228,2,2.0,160
3238,6,5.0,1002
1349,2,1.5,431
1067,1,1.2,260
1813,3,2.2,433
1271,3,3.2,196
1676,2,2.5,431
1797,2,2.5,512
1710,2,2.0,221
2016,4,4.0,392
2065,5,3.8,754
1804,2,2.5,308
2078,6,4.5,538
1529,2,2.5,437
2186,4,3.5,596
1822,2,2.0,503
1394,3,2.8,266
1213,3,3.2,465
2151,5,3.8,810
1594,2,2.0,286
1355,2,2.5,251
1832,3,3.2,439
1340,2,2.5,240
1408,2,2.0,372
1303,2,2.0,292
1082,1,1.0,141
1978,3,2.2,340
1724,2,2.0,315
1537,3,3.2,449
1185,1,1.8,301
1763,3,3.2,555
2128,6,4.5,392
1347,2,2.5,319
1287,3,2.8,269
1962,3,2.8,409
1400,3,2.8,509
1740,3,3.2,676
1928,2,2.5,427
2060,4,3.0,440
1438,3,2.2,445
1550,2,2.0,238
2502,1,2.5,992
1917,2,2.0,545
1103,1,1.2,150
2092,5,4.2,365
1212,2,2.0,167
923,2,2.5,381
1006,2,1.5,392
1874,3,2.8,425
1368,3,3.2,380
1178,1,1.0,309
1667,2,1.5,413
2004,6,4.5,841
2000,6,4.5,904
834,5,6.5,515
1304,3,3.2,325
1043,2,2.5,406
2131,5,4.8,543
1378,2,2.5,262
1667,2,2.0,289
2160,6,5.5,412
1859,2,1.5,581
866,6,1.0,372
1678,2,1.5,186
1339,3,3.2,415
1082,2,2.0,298
917,2,2.5,235
1132,2,2.0,281
959,2,2.5,367
2010,5,3.8,623
1233,2,2.0,271
1866,3,2.2,279
1826,2,2.0,358
1341,3,2.8,305
1886,2,1.5,385
932,1,1.8,128
1437,2,1.5,372
1970,3,2.8,458
1741,3,2.8,509
1520,2,2.5,406
1118,2,1.5,235
2048,6,5.5,579
1169,1,1.8,318
1315,2,1.5,269
1309,3,2.8,419
1740,2,1.5,401
1101,1,1.0,150
1272,3,2.2,354
1977,3,2.8,533
2043,4,4.0,534
1567,2,1.5,238
2145,4,3.5,614
1145,1,1.0,158
1280,2,2.5,460
1579,3,2.2,563
1135,1,1.8,209
2035,6,4.5,577
1676,3,2.2,299
1209,2,2.5,497
1663,3,3.2,560
1147,1,1.8,264
1003,1,1.8,347
1695,3,3.2,639
1657,3,3.2,631
2129,5,3.8,376
1899,2,2.0,309
1651,3,2.8,311
1545,3,3.2,485
1131,1,1.8,206
1241,2,1.5,262
1894,3,2.8,475
1943,2,2.0,353
2155,4,3.0,589
976,2,1.5,482
1382,3,2.8,415
698,6,5.5,659
1585,3,2.8,430
1576,3,2.8,552
1897,3,2.8,606
961,2,2.5,461
1273,2,1.5,396
3006,7,6.2,1062
1479,2,2.5,292
1709,3,2.8,253
1505,3,3.2,431
1003,2,2.0,269
1704,3,3.2,352
832,7,5.2,1424
1930,3,3.2,435
2045,4,4.0,593
1587,2,2.5,387
2083,5,4.2,522
1548,3,2.2,553
1531,2,2.0,293
1578,3,2.2,434
1083,2,1.5,238
1958,2,2.5,353
1632,3,2.8,235
1753,2,2.5,424
1780,2,2.5,264
1055,1,1.0,208
1995,2,2.5,441
1522,3,3.2,487
2026,6,4.5,703
1993,2,2.5,425
2941,5,4.8,756
2069,4,3.5,616
2004,5,4.2,472
923,1,1.0,118
1443,3,3.2,425
1920,3,2.8,291
1971,3,3.2,796
1128,2,2.5,262
719,1,1.0,184
963,2,2.5,213
2074,4,4.0,565
1100,2,2.5,303
1657,2,2.0,275
1322,2,2.0,388
972,2,2.5,352
3238,1,2.5,306
1409,3,3.2,368
2069,6,5.5,999
2065,5,3.8,402
1161,2,2.5,477
1688,3,3.2,464
1813,2,2.5,500
2002,4,3.5,438
1990,2,2.0,426
1788,2,1.5,411
1178,1,1.0,159
939,2,1.5,263
985,1,1.0,202
2151,5,4.2,915
1386,2,1.5,395
1334,3,2.8,396
1092,1,1.2,172
1864,3,2.8,743
971,2,2.5,158
1425,3,2.2,300
1378,3,3.2,287
1393,2,1.5,296
2170,5,4.2,721
1293,2,1.5,200
1219,2,2.5,290
1790,2,2.5,364
3204,7,5.8,626
1173,1,1.8,158
1385,3,3.2,503
2041,5,4.8,659
2029,4,3.5,650
1399,2,2.0,317
1672,3,2.8,441
1174,2,1.5,257
2050,6,4.5,817
1034,1,1.2,264
1248,2,2.0,386
1993,3,3.2,513
1712,2,1.5,383
1843,3,2.2,418
1695,3,2.8,607
1837,3,3.2,525
1104,1,1.0,329
1058,2,1.5,412
1100,1,1.2,147
1810,3,2.8,523
2014,5,4.8,472
1934,2,2.5,409
2031,5,4.2,352
935,2,1.5,333
2031,6,5.0,897
1730,3,2.8,651
2087,6,5.0,536
1326,2,2.0,289
902,1,1.8,328
1104,1,1.8,187
1439,2,1.5,279
1125,2,1.5,321
952,2,2.5,312
1123,2,2.5,375
810,6,1.0,761
990,2,1.5,234
1313,2,2.0,196
1402,2,2.0,474
1178,2,1.5,280
1268,2,1.5,425
2195,4,3.5,650
976,6,1.0,307
1736,3,2.2,384
909,1,1.0,207
2063,6,4.5,410
897,5,1.0,351
1225,2,2.5,463
1220,2,2.5,403
1433,3,2.8,459
2067,5,3.8,815
1087,2,2.5,550
1454,3,3.2,361
1472,2,1.5,321
2017,5,3.8,649
1910,2,1.5,509
992,2,2.0,383
1039,1,1.0,161
952,1,1.2,280
1610,2,1.5,320
2128,4,3.0,480
1132,1,1.8,321
1014,1,1.8,196
1733,2,2.0,418
1297,3,2.2,342
951,2,2.5,220
1533,2,2.0,446
1907,3,3.2,528
1030,1,1.0,194
1517,3,2.2,454
1133,1,1.8,290
1987,2,2.0,301
1787,2,2.5,323
1285,2,2.5,410
1989,3,2.8,342
1133,1,1.8,180
1969,2,2.0,674
2182,6,5.0,735
1949,2,2.0,419
2001,6,5.5,397
2086,6,5.0,701
1956,3,2.2,535
1967,3,2.8,416
2036,6,5.0,484
2164,5,4.8,468
1815,3,2.8,367
2017,6,5.5,549
2137,5,3.8,614
2169,6,5.5,606
2171,4,3.0,548
1740,3,3.2,437
1526,3,2.2,285
1096,1,1.0,196
1430,2,2.5,549
1470,3,2.8,408
1801,3,2.8,266
1949,3,2.2,500
1859,3,3.2,273
2131,4,3.0,574
1545,2,2.5,306
1812,3,3.2,324
1534,2,1.5,336
1832,2,1.5,315
1843,2,2.5,458
1739,3,2.2,384
1548,2,1.5,523
1835,2,1.5,397
992,2,1.5,273
1403,2,2.5,336
1609,2,2.5,180
1369,3,3.2,243
1788,3,2.2,464
1558,3,3.2,305
1597,3,2.2,435
1529,2,2.5,316
1500,2,2.5,451
1215,2,2.5,475
1454,2,2.5,464
1970,3,2.8,372
1766,2,1.5,443
1367,2,1.5,456
2094,6,5.5,686
1848,2,2.0,443
1871,3,3.2,573
1455,3,2.8,446
1102,1,1.0,386
1469,3,2.8,545
1977,2,2.0,532
1145,1,1.8,223
1233,2,2.5,325
1275,3,3.2,362
2081,6,4.5,996
2083,6,5.0,735
1005,1,1.8,203
1514,2,1.5,565
2063,5,4.8,456
1367,3,2.2,426
1835,3,2.8,551
1933,2,2.0,365
1355,3,2.8,405
1980,3,3.2,612
1802,3,2.8,772
1625,3,2.8,369
1863,2,1.5,468
2077,5,3.8,743
2060,6,5.0,437
1805,3,2.8,671
1164,2,2.5,287
1348,3,2.8,324
929,1,1.0,342
2033,6,4.5,725
1217,2,1.5,271
2115,6,5.0,490
1200,2,2.0,432
1620,3,2.8,340
1128,1,1.0,187
1301,3,2.8,428
2691,1,1.0,466
2184,4,3.5,537
1904,3,3.2,438
1526,2,2.5,479
1377,3,2.2,569
937,2,2.5,180
1436,2,2.0,578
1149,2,2.0,306
3798,1,1.2,419
1661,2,2.0,417
1545,2,1.5,369
1693,3,2.2,362
1751,3,2.2,266
1380,2,2.0,386
1548,2,2.5,327
1184,1,1.2,333
939,1,1.2,229
1670,2,2.0,297
2028,4,3.5,425
2083,6,4.5,550
1646,3,3.2,532
1438,3,2.2,265
1300,2,2.5,172
1075,2,1.5,216
1613,3,2.2,329
909,1,1.2,213
1242,2,2.5,227
1293,3,3.2,445
1893,3,2.2,333
2190,5,4.2,516
2101,5,3.8,512
1268,2,1.5,495
1237,2,2.0,319
1349,2,2.0,282
1178,2,1.5,324
1561,3,2.2,270
1549,3,2.2,376
1327,2,2.5,396
1816,2,1.5,247
1359,3,3.2,450
1161,2,2.5,256
1733,3,2.2,498
2081,5,4.2,452
1236,2,2.5,327
1111,1,1.2,204
1147,1,1.8,278
2060,6,5.5,546
824,1,2.5,149
1999,2,2.0,654
1847,3,3.2,336
1696,3,2.2,647
1951,2,2.5,413
1596,3,2.2,392
2147,6,4.5,671
1958,3,2.2,548
1200,2,2.5,239
2125,6,4.5,1122
1381,2,1.5,305
1088,2,2.0,300
1820,2,1.5,639
1297,3,2.2,298
933,1,1.8,199
1903,2,2.0,407
1514,3,2.2,347
2011,5,4.2,342
2014,4,3.0,666
1548,3,2.8,624
1121,1,1.0,245
2064,6,5.0,531
1555,2,1.5,458
2003,6,5.0,662
1634,2,1.5,243
1865,2,2.0,321
1592,2,2.5,378
1643,2,2.0,367
1314,3,3.2,417
1210,2,2.5,313
1346,2,2.0,259
1648,2,2.0,527
1079,1,1.8,246
1044,1,1.0,167
2099,4,3.0,613
1379,2,2.0,485
1390,2,2.5,305
1966,2,2.0,625
2139,4,3.0,531
1751,2,2.0,423
1925,3,3.2,444
1277,3,3.2,249
1425,3,2.2,679
2146,6,4.5,361
1187,1,1.0,131
924,1,1.0,233
1757,3,3.2,609
1576,2,1.5,390
1004,2,1.5,216
1270,2,2.0,261
1140,1,1.8,233
1489,3,3.2,436
1114,1,1.0,303
1228,2,2.0,449
1133,2,1.5,330
1206,3,2.8,281
1997,3,2.8,442
1934,3,3.2,330
1485,2,2.5,635
1141,2,2.5,271
1506,2,1.5,322
1231,2,2.0,463
1268,3,2.2,233
1293,2,1.5,187
2035,5,3.8,542
1539,2,2.5,345
2070,5,4.8,824
2164,5,4.8,553
1602,3,2.2,272
1911,3,2.8,348
2046,5,3.8,569
1652,3,2.2,480
1138,1,1.8,392
1671,3,3.2,547
2055,4,3.5,555
1109,2,2.0,171
1527,3,2.2,362
1497,2,2.5,511
1716,3,2.2,501
905,1,1.8,207
902,2,2.0,246
1905,3,3.2,269
1436,2,2.5,272
1009,1,1.0,199
1412,3,2.2,503
2161,4,3.0,544
914,1,1.8,315
2180,5,4.8,679
1576,2,2.5,408
2060,5,4.2,1118
1740,3,2.2,422
1417,3,2.2,438
655,7,5.8,388
1656,3,2.8,448
1282,2,2.0,215
1192,2,1.5,330
1671,3,2.2,245
1632,3,2.2,318
1464,2,2.5,343
2002,4,4.0,588
1385,3,2.2,437
1398,3,2.8,279
1061,1,1.0,234
1556,2,1.5,545
1358,3,3.2,416
1698,2,1.5,291
2165,4,3.0,478
2143,6,4.5,601
1841,3,2.8,456
2046,6,5.0,411
1080,1,1.0,177
3393,7,1.0,805
1783,3,2.2,495
1547,3,2.8,409
928,1,1.2,193
1243,2,1.5,423
1018,2,2.5,431
1788,3,3.2,366
1676,2,1.5,261
1546,3,3.2,350
1979,3,3.2,786
1682,2,2.0,430
1042,2,1.5,324
1158,1,1.2,147
1187,2,2.5,514
1862,2,2.0,281
2053,4,3.5,665
934,1,1.0,154
1934,3,2.2,503
1785,2,2.5,444
1614,2,1.5,246
1316,2,1.5,325
1169,2,1.5,226
1684,3,2.8,460
1826,2,2.5,346
1790,3,2.8,554
1811,2,1.5,448
1312,3,3.2,366
1694,3,2.8,573
1733,3,2.8,648
1842,2,2.5,366
1729,2,2.0,514
1534,2,2.0,409
1736,3,3.2,476
2092,6,5.0,1072
1439,3,2.2,205
2113,4,4.0,643
1155,1,1.8,251
967,1,1.2,246
1662,3,2.2,416
1042,1,1.0,177
1479,3,2.2,225
1741,3,2.8,422
1893,3,3.2,706
979,1,1.0,303
1138,2,1.5,285
1375,3,3.2,255
2166,5,3.8,820
924,1,1.2,245
2153,4,4.0,794
1522,3,3.2,692
2055,4,3.0,613
2110,4,4.0,467
2176,4,3.5,574
1654,2,1.5,307
1489,3,2.2,463
2151,6,5.0,353
1955,3,2.2,542
945,2,2.5,276
2102,5,4.2,699
1522,3,3.2,506
989,1,1.2,150
1159,2,1.5,232
1190,1,1.8,218
2165,6,4.5,780
1654,3,2.8,536
2144,5,4.2,871
2186,4,3.0,899
2117,4,3.5,551
2144,6,5.0,695
3990,1,1.0,895
1041,2,1.5,226
1451,3,2.2,370
1426,2,2.5,369
1288,3,3.2,487
1857,3,2.8,369
996,1,1.0,141
1782,3,3.2,482
2138,4,3.5,836
1805,3,3.2,324
926,1,1.0,194
1225,2,2.5,285
2009,6,4.5,596
1131,1,1.0,223
1723,3,2.8,288
1516,2,1.5,461
1558,3,3.2,408
1768,2,2.0,369
1061,2,2.5,262
1571,3,2.2,421
1696,3,2.8,520
1820,2,1.5,518
1192,2,2.0,256
1001,2,2.0,335
1250,2,2.5,376
1274,2,2.0,196
1183,1,1.8,173
1026,1,1.0,212
1770,2,2.5,268
2175,6,5.0,858
625,5,4.8,890
1164,2,1.5,302
2196,4,3.5,390
1687,3,2.2,203
1196,1,1.8,271
1418,3,2.2,275
2042,6,5.5,821
1036,7,5.2,506
1841,2,1.5,240
2026,5,3.8,517
908,2,2.0,295
1447,2,1.5,205
1286,2,2.5,246
1993,2,1.5,370
1996,2,2.0,474
1917,3,2.8,320
1981,2,2.5,517
1310,3,2.2,544
1878,2,2.5,456
1630,3,2.2,381
1770,2,2.5,641
1100,1,1.0,212
1210,2,1.5,280
2078,4,4.0,598
2096,4,3.0,664
1499,2,2.5,367
2155,6,4.5,609
1726,3,3.2,515
1767,2,2.5,500
1868,3,3.2,638
2113,4,4.0,769
1464,3,2.2,259
2013,5,4.2,680
1858,3,2.2,292
3062,1,2.5,202
1110,2,2.0,229
1179,1,1.0,382
2054,4,3.5,670
1586,2,2.5,338
1024,2,2.5,425
1835,3,2.2,348
1194,2,2.0,408
2096,6,4.5,564
1986,2,2.0,279
1432,3,2.2,443
1608,3,2.8,324
1334,2,2.0,292
972,2,2.5,192
1251,2,2.5,550
1563,3,2.8,399
1095,1,1.8,329
1248,2,2.5,371
1570,3,2.8,382
1843,2,2.5,331
1959,3,2.8,528
1502,3,2.2,681
2054,6,5.0,703
2135,5,4.8,549
1304,3,3.2,346
1069,2,2.5,301
1698,3,3.2,559
987,1,1.8,119
1771,3,3.2,475
1274,2,2.0,266
1582,2,1.5,211
1205,2,2.0,314
3694,7,5.8,1080
1805,3,2.8,569
1015,1,1.2,258
2041,5,4.8,596
1529,3,2.2,299
2029,6,5.5,547
1160,1,1.8,226
1226,3,3.2,297
1975,2,2.5,724
1701,3,2.2,491
1585,2,2.5,682
1848,2,2.5,446
1267,3,2.8,329
2117,5,3.8,679
1819,2,2.0,395
1937,2,2.0,457
740,1,1.8,176
2124,4,3.0,568
1488,3,3.2,373
1559,3,2.2,603
1279,3,2.2,296
1482,2,1.5,364
1005,1,1.8,148
1391,3,2.2,474
1504,2,2.5,345
1601,3,2.8,408
1394,3,2.8,308
1811,2,2.0,408
1913,2,2.0,351
1982,3,2.8,423
1836,3,2.2,511
1129,2,2.5,226
1213,2,2.5,309
950,1,1.8,231
2548,1,1.0,264
1503,3,2.2,449
1915,2,2.5,516
2103,6,4.5,372
1787,2,1.5,524
1347,3,2.2,334
1872,2,1.5,246
1187,1,1.2,313
1858,3,2.2,501
1102,2,1.5,346
1159,2,2.5,195
1220,2,1.5,310
1234,2,2.5,365
1940,3,2.8,313
1688,3,3.2,504
1153,2,2.5,409
2043,6,4.5,653
1677,2,2.5,321
3803,1,2.5,840
1058,2,2.5,244
951,2,2.0,301
1720,2,2.5,579
1258,2,2.0,322
1653,2,2.5,580
1508,2,2.0,241
1518,3,3.2,663
1927,3,2.8,319
900,2,2.5,226
1555,3,3.2,476
2152,6,5.5,1145
1021,2,1.5,267
2156,5,4.2,547
1041,2,1.5,149
1480,3,2.2,408
852,1,1.2,175
1461,2,1.5,516
1339,2,2.0,547
2084,4,3.0,648
1475,2,2.5,380
1431,2,2.0,354
1769,2,2.5,540
1345,2,2.5,258
1145,2,2.0,208
1755,3,2.8,620
1701,2,2.5,533
1533,2,2.5,503
1951,3,3.2,491
1014,1,1.8,273
1558,3,2.8,293
1096,2,2.0,289
1848,2,2.5,382
1441,2,2.5,367
1739,3,2.8,347
1502,3,2.2,472
1759,2,1.5,491
1870,2,1.5,633
1643,2,2.0,593
1974,3,2.8,494
1972,3,2.2,602
1319,2,1.5,371
1154,2,1.5,220
2169,5,4.8,605
997,2,1.5,274
1688,2,2.5,439
1677,2,2.0,464
2132,5,4.8,765
1535,2,2.5,267
1308,3,2.2,404
1773,2,2.5,518
1843,2,2.5,505
3093,1,1.0,538
1101,2,2.0,332
1280,3,2.2,296
932,1,1.8,161
1360,2,2.0,202
1248,2,2.5,345
1191,2,2.5,269
1138,1,1.0,189
1550,2,2.0,377
1764,3,2.2,460
1681,2,2.5,374
2169,5,4.2,868
1766,3,2.2,512
1537,2,2.0,309
1430,3,3.2,568
1215,2,2.0,354
2190,5,3.8,383
1691,3,3.2,349
1272,3,3.2,516
1860,3,2.8,428
2127,5,3.8,516
1300,2,2.0,261
770,1,2.5,177
994,1,1.8,171
1775,2,2.0,596
1127,1,1.0,278
1049,1,1.8,170
977,2,2.0,445
2026,6,4.5,785
1756,3,2.8,327
2051,6,4.5,1026
1165,2,2.5,453
968,2,2.0,233
2086,4,3.5,590
1803,3,3.2,568
1470,3,3.2,293
708,7,5.8,634
2038,4,4.0,498
944,6,5.0,442
1546,2,2.5,353
3898,1,1.2,365
1678,3,2.2,322
1851,2,1.5,555
1797,2,2.0,224
1133,2,1.5,276
1301,3,2.8,404
904,2,2.5,178
1694,3,2.2,449
1743,2,2.5,464
1829,2,2.0,400
1465,3,2.2,612
2187,5,4.2,909
1444,2,1.5,352
1449,2,2.0,512
746,1,1.2,220
1349,3,3.2,362
2108,4,4.0,633
1928,3,3.2,509
1778,2,2.0,424
793,1,2.5,168
1089,2,2.0,158
1491,3,3.2,402
1987,3,2.2,505
1122,1,1.8,322
1382,2,2.0,502
1604,2,2.5,572
2808,7,6.2,1535
1872,2,2.5,425
2686,6,5.0,706
2192,4,4.0,504
1011,1,1.2,223
1313,3,3.2,745
1684,3,2.8,388
1450,2,2.0,375
1914,3,2.2,548
1871,2,1.5,548
1517,3,3.2,396
1073,1,1.8,218
2120,4,3.0,529
1939,2,1.5,440
1966,2,2.0,439
2104,4,3.5,835
1262,3,2.8,409
1768,2,2.5,324
1139,2,2.5,238
1036,2,2.0,348
931,2,2.5,295
1946,2,2.0,433
1824,2,2.5,555
2005,5,3.8,468
1449,2,1.5,504
1567,3,2.2,679
1089,2,2.0,313
1286,2,2.0,510
2151,6,5.5,961
1632,3,2.8,277
1950,2,2.5,454
1482,2,2.0,329
2138,6,5.5,469
2175,4,4.0,395
3467,6,5.5,719
1811,2,2.5,460
2037,5,3.8,681
1285,3,3.2,627
1999,3,2.8,403
1332,2,1.5,339
1708,3,2.8,455
990,1,1.0,309
1762,3,2.8,480
3742,1,1.0,1684
2078,6,5.0,787
1766,3,3.2,670
1587,3,3.2,300
1740,2,2.5,341
1585,3,2.2,311
1397,2,2.0,417
1482,3,2.8,470
1244,3,2.8,276
2177,5,3.8,416
2108,6,5.0,585
1517,2,2.0,335
2146,4,4.0,580
1181,1,1.8,345
2662,1,1.0,509
1383,2,2.5,214
2197,6,4.5,664
1366,2,2.0,389
1949,3,3.2,464
1659,2,2.0,462
1942,2,1.5,512
919,2,2.5,332
2081,4,3.5,884
1224,2,1.5,355
2050,6,5.5,478
1406,2,2.5,393
2038,5,4.2,879
2045,5,3.8,579
2098,6,5.5,698
1989,3,2.2,430
1043,2,1.5,253
1552,2,2.5,313
977,2,2.5,386
1771,3,3.2,462
1170,2,1.5,189
1854,3,2.8,370
2167,4,3.0,418
1573,3,3.2,366
2128,5,4.8,634
1708,2,2.5,447
1457,2,2.0,249
969,2,2.0,446
1282,2,2.5,369
1286,2,1.5,250
1540,3,2.8,489
1436,3,2.2,361
1492,3,3.2,371
1604,2,2.5,339
2080,4,4.0,656
1900,2,1.5,370
1707,3,2.8,420
1804,2,2.0,494
963,1,1.0,140
3488,5,3.8,833
2199,4,3.5,610
2064,6,5.5,683
1978,3,2.8,408
2067,5,4.8,726
1143,1,1.8,344
1407,2,1.5,321
959,5,1.0,514
1775,2,1.5,405
1648,3,2.8,563
1221,2,2.0,334
1420,3,3.2,363
1019,1,1.0,346
2065,4,3.0,418
1408,2,1.5,358
991,2,2.0,302
1696,3,3.2,427
1900,3,2.8,424
1646,3,2.2,310
2169,6,5.0,755
1385,2,2.5,191
1195,2,2.5,320
1064,1,1.8,203
1245,3,3.2,461
1402,2,2.5,223
1097,1,1.8,245
1057,1,1.0,209
1403,3,3.2,398
1125,2,2.5,298
1411,2,1.5,381
1101,1,1.8,182
1201,3,2.2,296
1795,3,2.2,430
1459,3,2.2,422
1768,2,1.5,513
2116,4,3.0,339
1776,3,2.2,368
1668,2,2.0,388
1950,2,2.0,663
1350,3,2.2,477
2183,4,3.0,648
1528,2,2.5,585
1154,2,2.5,200
1525,2,2.5,459
935,2,2.5,159
3843,1,1.0,677
1683,2,1.5,396
1511,3,3.2,322
1698,3,3.2,647
900,1,1.8,257
965,2,2.5,375
1540,3,2.2,358
1550,2,1.5,410
1330,2,2.5,280
1539,3,2.8,395
3161,6,5.0,1398
1011,1,1.2,227
1608,3,3.2,548
1055,1,1.2,207
2063,6,5.0,697
1428,3,3.2,497
996,1,1.8,185
1640,2,2.5,211
1162,1,1.2,196
1772,2,1.5,522
1180,2,2.0,390
917,2,1.5,265
1780,2,2.5,513
1788,2,2.5,453
619,1,1.8,83
1271,2,1.5,191
1527,3,2.8,292
1836,2,2.0,305
1769,3,2.8,272
981,2,2.0,201
2029,6,4.5,633
1752,3,2.8,451
2017,4,4.0,680
934,1,1.8,247
1163,1,1.0,195
934,2,2.5,354
1049,1,1.8,365
1133,2,2.0,333
1482,2,1.5,565
3840,1,1.8,765
1872,3,2.8,333
2086,4,3.0,761
1101,2,2.5,296
2132,6,4.5,633
1668,2,2.5,437
1525,2,2.5,384
1921,3,2.2,381
1579,2,2.0,267
2103,5,4.8,945
729,1,1.8,132
984,2,2.0,293
1274,3,3.2,220
1063,2,2.0,266
1132,1,1.8,346
2054,5,4.8,310
1748,2,1.5,295
1075,1,1.2,167
1090,2,1.5,239
917,2,1.5,159
1643,2,2.0,423
3964,5,6.5,1021
981,2,2.0,174
2128,6,5.5,1011
2115,4,3.0,994
1986,2,1.5,506
1500,2,2.5,440
2056,4,3.0,577
1006,2,2.0,389
1419,3,2.2,565
1941,2,1.5,423
1732,3,2.8,435
1572,3,2.8,630
2015,6,4.5,689
1612,2,1.5,336
1527,3,3.2,365
1043,2,1.5,245
1820,2,1.5,362
2015,5,3.8,545
1151,2,1.5,300
1063,1,1.2,203
1652,3,3.2,459
1923,3,2.8,511
1160,2,1.5,270
758,1,1.8,292
1696,2,1.5,411
1016,1,1.2,146
1505,3,2.8,320
829,1,1.0,177
1134,2,1.5,311
1549,3,2.2,399
1622,2,2.5,421
1452,3,2.8,426
814,7,5.8,380
2081,4,4.0,446
2665,1,1.8,401
955,2,1.5,249
1828,2,1.5,562
2173,6,4.5,1061
1612,3,3.2,395
907,1,1.0,193
1607,2,2.0,385
1186,2,2.0,332
1046,2,2.0,330
958,2,1.5,312
993,1,1.8,230
1088,1,1.0,239
1429,3,3.2,327
1226,3,2.2,305
2106,4,4.0,630
1185,1,1.0,322
1599,3,3.2,487
1626,2,2.5,393
1414,3,2.8,401
1223,3,2.2,352
2179,5,3.8,487
1647,2,2.5,266
1478,2,2.0,264
1082,2,1.5,263
1880,3,3.2,510
1040,2,2.5,441
1334,3,3.2,215
1403,2,1.5,342
1895,2,1.5,591
1755,2,2.5,627
1921,3,3.2,302
2001,6,5.0,680
1644,2,2.0,376
1020,2,2.0,259
907,1,1.2,250
1362,3,2.8,333
1200,3,2.2,458
1827,3,3.2,270
1268,3,3.2,377
2192,5,3.8,616
1099,1,1.8,314
1747,2,2.5,248
1505,3,3.2,325
1055,2,2.5,298
993,1,1.0,210
1629,3,3.2,574
2147,4,4.0,711
1400,2,2.0,313
1174,2,1.5,237
1984,3,3.2,711
1720,2,1.5,330
2173,4,4.0,503
1068,2,2.0,513
1949,3,2.2,526
1148,1,1.8,203
3735,1,1.0,397
1072,2,2.5,265
1014,1,1.8,243
1033,2,2.0,331
1673,2,2.0,441
1202,3,2.8,561
948,1,1.0,204
1706,3,3.2,517
1838,2,1.5,376
934,2,2.5,318
1643,3,2.8,415
1778,3,2.2,356
1129,2,2.5,443
1725,2,2.5,236
1637,2,2.0,466
1784,3,2.8,362
931,2,2.0,326
1444,2,2.0,369
2130,5,3.8,776
1079,2,2.0,248
1810,2,2.5,420
2040,6,5.0,446
3750,1,1.0,529
2183,6,4.5,621
1499,2,2.5,245
1422,3,2.2,457
1686,3,2.8,419
1816,2,2.5,457
1839,2,2.5,382
2175,4,4.0,460
1178,1,1.8,297
1810,2,1.5,320
1934,2,2.0,620
1632,2,2.5,327
1570,2,1.5,383
1689,2,1.5,352
1198,1,1.2,308
1464,2,2.5,349
1918,2,2.5,398
1945,2,2.0,329
1777,3,2.8,565
1035,2,1.5,210
968,2,2.5,211
1583,2,2.5,377
1066,1,1.0,337
2174,4,3.0,520
952,1,1.8,208
1153,1,1.0,306
1080,2,2.0,261
1218,2,2.5,455
2002,5,3.8,472
912,2,2.5,353
1459,2,2.5,506
1478,2,2.0,315
1243,2,2.0,364
1963,3,2.8,742
1799,2,1.5,243
966,1,1.8,226
1819,2,2.5,507
2014,6,4.5,708
1661,3,2.2,515
1657,2,2.5,516
902,1,1.0,252
1579,3,3.2,293
1225,3,3.2,454
2159,5,4.2,462
1543,3,3.2,404
1574,2,1.5,436
2150,5,3.8,652
1182,2,2.0,264
1848,3,2.2,757
1488,3,3.2,361
1007,2,2.0,274
1496,3,2.2,356
1875,3,3.2,574
1970,3,3.2,621
1306,3,2.2,379
1658,3,2.8,448
1145,1,1.8,350
1025,2,2.5,388
1454,3,3.2,429
1160,2,2.0,365
1077,1,1.0,293
1013,2,2.5,388
1073,1,1.0,133
1358,3,3.2,448
1165,1,1.2,223
849,7,5.2,521
1492,2,2.0,296
933,2,2.0,325
1163,2,1.5,276
1675,2,1.5,250
1182,2,1.5,318
1955,3,2.2,740
2023,5,3.8,786
3045,1,1.0,426
1599,2,2.5,487
2145,6,5.0,944
582,1,1.0,160
1284,2,1.5,345
1127,1,1.0,354
1074,2,1.5,258
969,2,1.5,268
2096,6,4.5,439
1088,2,2.0,327
1187,2,2.0,372
1091,1,1.2,230
1535,3,3.2,321
2197,6,5.0,857
1785,3,3.2,466
1824,3,2.8,361
1202,3,2.2,382
1345,3,3.2,341
1163,2,2.5,245
1483,2,1.5,366
977,1,1.0,279
1217,3,3.2,393
965,1,1.0,182
1173,2,2.5,258
1378,3,3.2,410
913,1,1.0,230
2101,5,3.8,676
1351,2,2.5,405
1188,2,2.0,311
1887,2,1.5,514
1589,2,1.5,228
1492,3,2.8,465
1187,2,2.0,286
984,2,2.0,267
2149,5,3.8,600
1351,2,2.0,316
1803,2,2.5,413
